ID_Poliza,Fecha_Inicio,Fecha_Fin,ID_Cobertura,ID_Region,Tipo_Vehiculo,Uso_Vehiculo,Valor_Vehiculo,Prima_Emitida,Edad_Asegurado,Sexo,Estado
POL02475,2022-05-22,2023-05-22,COB04,REG04,Compacto,Particular,294000.0,4096.29,51,F,Vencida
POL02476,2023-02-27,2024-02-27,COB01,REG03,SUV,Particular,519000.0,17279.42,31,F,Vencida
POL02477,2022-08-18,2023-08-18,COB04,REG05,Sedán,Particular,247000.0,5598.65,69,F,Vencida
POL02478,2023-05-11,2024-05-10,COB03,REG01,Camioneta,Particular,428000.0,6718.6,30,F,Vencida
POL02479,2022-12-22,2023-06-20,COB01,REG03,Sedán,Comercial,268000.0,13063.58,49,M,Vencida
POL02480,2023-01-13,2024-01-13,COB01,REG04,Sedán,Particular,379000.0,12058.07,32,M,Vencida
POL02481,2023-01-04,2024-01-04,COB01,REG03,Camioneta,Particular,245000.0,14943.97,37,F,Vencida
POL02482,2022-03-23,2023-03-23,COB03,REG04,Sedán,Particular,114000.0,3932.77,18,M,Vencida
POL02483,2022-01-24,2022-06-07,COB04,REG03,Compacto,Particular,179000.0,4861.16,59,M,Cancelada
POL02484,2022-09-19,2023-09-19,COB01,REG01,SUV,Comercial,296000.0,22109.06,54,F,Vencida
POL02485,2022-10-21,2023-10-21,COB02,REG01,SUV,Particular,188000.0,13254.83,67,M,Vencida
POL02486,2023-05-08,2024-05-07,COB02,REG01,Pickup,Particular,128000.0,11995.14,56,M,Vencida
POL02487,2023-10-24,2024-04-21,COB04,REG03,Sedán,Particular,167000.0,5523.76,63,M,Vencida
POL02488,2023-04-03,2024-04-02,COB02,REG03,Compacto,Particular,150000.0,8214.32,74,M,Vencida
POL02489,2022-10-15,2023-10-15,COB01,REG02,Camioneta,Particular,166000.0,19099.74,41,M,Vencida
POL02490,2023-09-01,2024-08-31,COB02,REG01,Compacto,Particular,562000.0,9350.6,41,M,Vencida
POL02491,2023-09-30,2024-03-28,COB02,REG03,Sedán,Particular,190000.0,8966.14,56,M,Vencida
POL02492,2023-08-02,2024-08-01,COB02,REG04,Compacto,Particular,322000.0,6448.6,18,M,Vencida
POL02493,2023-05-11,2024-05-10,COB02,REG02,Compacto,Particular,256000.0,8390.85,37,M,Vencida
POL02494,2023-04-22,2023-11-05,COB04,REG01,SUV,Comercial,304000.0,8870.86,65,M,Cancelada
POL02495,2023-03-04,2024-03-03,COB04,REG01,Compacto,Particular,173000.0,5616.26,26,M,Vencida
POL02496,2023-12-13,2024-12-12,COB02,REG02,Sedán,Comercial,367000.0,9327.52,27,M,Vencida
POL02497,2022-11-19,2023-11-19,COB02,REG02,Sedán,Comercial,239000.0,10054.99,47,F,Vencida
POL02498,2022-10-25,2023-10-25,COB03,REG01,Pickup,Particular,255000.0,6130.52,33,M,Vencida
POL02499,2023-04-27,2024-04-26,COB03,REG03,SUV,Particular,428000.0,5066.01,65,M,Vencida
POL02500,2023-07-13,2024-01-09,COB02,REG04,Pickup,Particular,423000.0,8768.48,43,F,Vencida
POL02501,2023-11-27,2024-11-26,COB01,REG02,Camioneta,Particular,316000.0,18803.69,29,F,Vencida
POL02502,2022-09-25,2023-09-25,COB01,REG01,SUV,Particular,313000.0,20361.36,59,M,Vencida
POL02503,2023-09-16,2024-09-15,COB02,REG04,Compacto,Particular,218000.0,7058.49,64,F,Vencida
POL02504,2023-11-21,2024-11-20,COB01,REG02,Pickup,Particular,129000.0,16366.83,33,F,Vencida
POL02505,2023-01-22,2023-07-21,COB01,REG01,Sedán,Particular,173000.0,16342.47,69,F,Vencida
POL02506,2023-06-11,2024-06-10,COB03,REG03,SUV,Particular,450000.0,5817.41,24,M,Vencida
POL02507,2022-02-22,2023-02-22,COB02,REG01,SUV,Particular,317000.0,13054.7,46,F,Vencida
POL02508,2023-12-04,2024-12-03,COB01,REG03,Pickup,Particular,281000.0,16173.58,25,F,Vencida
POL02509,2022-12-24,2023-12-24,COB01,REG04,Sedán,Particular,275000.0,12565.58,23,F,Vencida
POL02510,2022-01-22,2022-04-03,COB01,REG04,Pickup,Particular,209000.0,13159.52,24,M,Cancelada
POL02511,2023-03-17,2024-03-16,COB02,REG01,Sedán,Particular,197000.0,10742.82,45,F,Vencida
POL02512,2023-09-20,2024-09-19,COB02,REG05,Sedán,Comercial,170000.0,8604.55,18,F,Vencida
POL02513,2022-06-27,2023-06-27,COB01,REG03,Pickup,Comercial,315000.0,15023.56,19,F,Vencida
POL02514,2022-04-20,2022-09-01,COB04,REG01,Pickup,Comercial,258000.0,7488.01,31,M,Cancelada
POL02515,2022-06-01,2023-06-01,COB01,REG03,SUV,Particular,364000.0,16552.65,24,F,Vencida
POL02516,2023-05-27,2023-11-23,COB02,REG03,Camioneta,Comercial,291000.0,9779.37,35,F,Vencida
POL02517,2022-08-01,2023-08-01,COB03,REG05,Compacto,Particular,341000.0,3720.84,71,F,Vencida
POL02518,2022-05-11,2023-05-11,COB03,REG01,Compacto,Particular,137000.0,5161.11,72,M,Vencida
POL02519,2022-09-20,2023-03-19,COB01,REG01,SUV,Particular,282000.0,19778.1,50,F,Vencida
POL02520,2022-12-03,2023-12-03,COB02,REG03,Pickup,Comercial,223000.0,10108.47,54,M,Vencida
POL02521,2023-04-21,2024-04-20,COB01,REG05,Sedán,Particular,417000.0,14035.98,69,F,Vencida
POL02522,2022-12-11,2023-12-11,COB02,REG01,Compacto,Comercial,386000.0,10466.39,47,F,Vencida
POL02523,2023-05-04,2024-05-03,COB04,REG05,SUV,Particular,123000.0,6253.94,30,M,Vencida
POL02524,2023-08-16,2024-02-12,COB04,REG02,Compacto,Particular,461000.0,5289.76,23,F,Vencida
POL02525,2023-05-05,2024-05-04,COB02,REG03,Sedán,Particular,180000.0,8943.36,43,F,Vencida
POL02526,2023-11-22,2024-11-21,COB03,REG02,Pickup,Particular,534000.0,5082.15,19,M,Vencida
POL02527,2022-05-09,2023-05-09,COB04,REG02,Sedán,Comercial,479000.0,6219.68,47,M,Vencida
POL02528,2023-01-29,2024-01-29,COB03,REG03,Compacto,Particular,464000.0,3917.61,56,M,Vencida
POL02529,2022-03-31,2023-03-31,COB02,REG02,Camioneta,Particular,157000.0,11592.18,69,M,Vencida
POL02530,2022-09-11,2023-09-11,COB04,REG04,Pickup,Particular,267000.0,5609.54,70,F,Vencida
POL02531,2023-09-29,2024-09-28,COB02,REG02,Camioneta,Particular,283000.0,10742.39,60,M,Vencida
POL02532,2022-08-31,2023-08-31,COB01,REG01,SUV,Particular,411000.0,21827.46,31,F,Vencida
POL02533,2022-03-12,2023-03-12,COB01,REG01,Camioneta,Particular,80000.0,20267.89,29,F,Vencida
POL02534,2023-12-31,2024-12-30,COB01,REG01,SUV,Particular,203000.0,19344.25,20,F,Vencida
POL02535,2023-10-13,2024-10-12,COB01,REG03,Pickup,Particular,275000.0,14169.07,59,M,Vencida
POL02536,2023-03-15,2024-03-14,COB02,REG01,Compacto,Comercial,237000.0,10601.89,45,M,Vencida
POL02537,2022-07-15,2023-07-15,COB01,REG01,SUV,Particular,204000.0,19402.62,20,M,Vencida
POL02538,2022-07-04,2023-07-04,COB01,REG02,Camioneta,Particular,232000.0,16293.59,56,M,Vencida
POL02539,2023-04-29,2024-04-28,COB04,REG03,Compacto,Comercial,250000.0,4788.7,66,M,Vencida
POL02540,2023-01-12,2024-01-12,COB04,REG04,SUV,Comercial,314000.0,5524.3,44,M,Vencida
POL02541,2022-04-06,2023-04-06,COB04,REG01,Sedán,Particular,193000.0,6374.73,60,M,Vencida
POL02542,2023-01-02,2024-01-02,COB02,REG01,Sedán,Particular,206000.0,10824.76,21,M,Vencida
POL02543,2023-05-30,2024-05-29,COB01,REG02,Compacto,Particular,370000.0,12625.39,63,F,Vencida
POL02544,2022-01-16,2023-01-16,COB03,REG01,Camioneta,Particular,160000.0,6341.68,31,M,Vencida
POL02545,2023-05-05,2023-10-29,COB02,REG01,Sedán,Particular,160000.0,11064.92,31,M,Cancelada
POL02546,2022-08-06,2023-08-06,COB01,REG01,Compacto,Particular,376000.0,15111.57,28,F,Vencida
POL02547,2022-05-15,2023-05-15,COB04,REG05,Camioneta,Particular,404000.0,6056.24,51,M,Vencida
POL02548,2023-11-01,2024-10-31,COB02,REG01,Compacto,Particular,181000.0,9286.58,64,F,Vencida
POL02549,2023-04-28,2023-10-25,COB03,REG04,Sedán,Particular,128000.0,3902.88,19,F,Vencida
POL02550,2023-06-29,2024-06-28,COB02,REG04,SUV,Comercial,407000.0,10260.12,58,F,Vencida
POL02551,2022-08-30,2023-02-15,COB01,REG01,Camioneta,Particular,180000.0,18614.58,23,F,Cancelada
POL02552,2022-12-18,2023-05-25,COB02,REG01,Compacto,Particular,247000.0,9926.71,64,M,Cancelada
POL02553,2023-01-25,2024-01-25,COB02,REG03,Sedán,Particular,145000.0,9231.19,71,M,Vencida
POL02554,2022-09-21,2023-09-21,COB03,REG04,Sedán,Particular,280000.0,3650.08,49,M,Vencida
POL02555,2022-11-09,2023-11-09,COB01,REG04,Camioneta,Particular,187000.0,14620.04,25,F,Vencida
POL02556,2023-06-03,2024-06-02,COB01,REG05,Sedán,Comercial,96000.0,14259.01,38,F,Vencida
POL02557,2023-05-09,2024-05-08,COB01,REG01,Camioneta,Particular,233000.0,21544.83,54,M,Vencida
POL02558,2023-09-12,2024-09-11,COB02,REG02,SUV,Comercial,349000.0,12755.41,36,F,Vencida
POL02559,2023-06-21,2024-06-20,COB02,REG01,Compacto,Particular,442000.0,9152.14,33,M,Vencida
POL02560,2022-01-24,2023-01-24,COB04,REG01,SUV,Particular,152000.0,8024.55,35,M,Vencida
POL02561,2023-03-10,2023-09-06,COB01,REG04,Camioneta,Particular,385000.0,13623.88,53,F,Vencida
POL02562,2023-01-16,2023-07-26,COB01,REG04,Sedán,Particular,205000.0,12406.8,64,F,Cancelada
POL02563,2023-03-16,2023-09-12,COB01,REG01,Sedán,Particular,136000.0,18689.83,33,M,Vencida
POL02564,2023-09-04,2024-09-03,COB01,REG01,Camioneta,Particular,162000.0,21537.33,57,M,Vencida
POL02565,2023-01-05,2024-01-05,COB02,REG01,SUV,Particular,172000.0,13094.66,63,F,Vencida
POL02566,2022-09-08,2023-09-08,COB02,REG04,Sedán,Particular,207000.0,7632.05,49,F,Vencida
POL02567,2022-01-19,2023-01-19,COB03,REG01,Sedán,Comercial,289000.0,5210.68,59,F,Vencida
POL02568,2022-07-12,2023-01-08,COB03,REG04,SUV,Particular,405000.0,5119.94,69,M,Vencida
POL02569,2023-07-16,2024-07-15,COB04,REG03,Compacto,Comercial,216000.0,4841.46,48,M,Vencida
POL02570,2023-11-26,2024-11-25,COB01,REG01,Camioneta,Particular,270000.0,20989.0,44,M,Vencida
POL02571,2022-09-05,2023-09-05,COB02,REG02,Camioneta,Comercial,156000.0,11797.07,30,F,Vencida
POL02572,2022-01-16,2023-01-16,COB04,REG03,Sedán,Particular,270000.0,5523.66,56,M,Vencida
POL02573,2023-01-03,2024-01-03,COB02,REG03,Compacto,Particular,161000.0,8307.77,66,F,Vencida
POL02574,2023-06-14,2024-06-13,COB01,REG01,Compacto,Particular,253000.0,14244.75,46,M,Vencida
POL02575,2022-11-07,2023-11-07,COB01,REG03,Camioneta,Particular,211000.0,17101.81,39,M,Vencida
POL02576,2022-06-07,2023-06-07,COB04,REG01,Sedán,Comercial,181000.0,6437.43,42,F,Vencida
POL02577,2022-05-27,2023-05-27,COB03,REG02,Sedán,Particular,140000.0,4959.97,63,M,Vencida
POL02578,2022-05-21,2023-05-21,COB04,REG02,Pickup,Particular,384000.0,7097.58,59,M,Vencida
POL02579,2023-05-23,2024-05-22,COB02,REG01,Compacto,Particular,243000.0,9424.84,43,M,Vencida
POL02580,2023-05-28,2024-05-27,COB03,REG03,Camioneta,Particular,349000.0,4978.8,32,F,Vencida
POL02581,2022-03-20,2023-03-20,COB02,REG02,Compacto,Comercial,298000.0,8195.11,41,M,Vencida
POL02582,2023-09-29,2024-09-28,COB01,REG01,SUV,Particular,272000.0,21697.27,70,F,Vencida
POL02583,2022-08-16,2023-08-16,COB02,REG03,SUV,Particular,350000.0,10925.03,56,M,Vencida
POL02584,2023-03-23,2024-03-22,COB01,REG05,Compacto,Particular,286000.0,12051.44,35,M,Vencida
POL02585,2022-04-15,2023-04-15,COB01,REG04,Pickup,Particular,258000.0,13462.68,58,M,Vencida
POL02586,2023-07-07,2024-07-06,COB01,REG01,Sedán,Particular,156000.0,17513.91,24,F,Vencida
POL02587,2023-03-11,2024-03-10,COB03,REG03,Compacto,Particular,245000.0,4218.35,29,M,Vencida
POL02588,2023-09-13,2024-09-12,COB03,REG03,SUV,Comercial,212000.0,5022.57,47,M,Vencida
POL02589,2022-01-30,2023-01-30,COB01,REG05,Sedán,Particular,345000.0,12664.61,54,M,Vencida
POL02590,2023-05-13,2024-05-12,COB03,REG02,Compacto,Comercial,608000.0,4254.3,45,M,Vencida
POL02591,2023-12-25,2024-08-09,COB02,REG01,Sedán,Particular,225000.0,10597.08,22,M,Cancelada
POL02592,2023-03-10,2024-03-09,COB01,REG03,Camioneta,Particular,192000.0,15648.85,58,F,Vencida
POL02593,2022-08-31,2023-08-31,COB01,REG04,Pickup,Particular,191000.0,14219.93,74,M,Vencida
POL02594,2023-03-11,2024-03-10,COB01,REG03,Sedán,Particular,222000.0,13352.68,42,M,Vencida
POL02595,2023-10-22,2024-10-21,COB01,REG03,SUV,Particular,320000.0,17637.89,62,F,Vencida
POL02596,2022-06-29,2023-06-29,COB02,REG01,Camioneta,Particular,320000.0,12567.75,56,M,Vencida
POL02597,2022-11-05,2023-11-05,COB02,REG02,Sedán,Comercial,259000.0,9423.77,68,M,Vencida
POL02598,2022-08-05,2023-03-27,COB03,REG05,SUV,Particular,460000.0,4946.93,53,M,Cancelada
POL02599,2022-12-13,2023-12-13,COB03,REG01,SUV,Particular,295000.0,6866.63,67,M,Vencida
POL02600,2023-10-02,2024-03-30,COB02,REG05,Compacto,Particular,292000.0,7813.01,35,M,Vencida
POL02601,2022-12-14,2023-12-14,COB01,REG05,SUV,Particular,327000.0,14715.7,29,M,Vencida
POL02602,2022-02-06,2023-02-06,COB04,REG04,Compacto,Particular,379000.0,4294.56,32,F,Vencida
POL02603,2023-03-14,2024-03-13,COB01,REG01,SUV,Particular,465000.0,21714.37,40,F,Vencida
POL02604,2022-12-23,2023-12-23,COB01,REG01,Compacto,Particular,320000.0,14253.88,50,M,Vencida
POL02605,2023-11-03,2024-11-02,COB02,REG01,Compacto,Particular,227000.0,10459.17,71,F,Vencida
POL02606,2022-04-24,2023-04-24,COB02,REG05,Compacto,Particular,264000.0,7673.37,30,F,Vencida
POL02607,2022-08-13,2023-08-13,COB01,REG03,Sedán,Particular,442000.0,13653.29,25,F,Vencida
POL02608,2023-06-22,2024-06-21,COB03,REG02,Sedán,Particular,236000.0,5205.14,38,M,Vencida
POL02609,2023-06-03,2024-06-02,COB01,REG03,Sedán,Particular,209000.0,13951.2,31,F,Vencida
POL02610,2023-04-12,2024-04-11,COB01,REG04,SUV,Particular,390000.0,15792.3,30,F,Vencida
POL02611,2023-05-02,2024-05-01,COB01,REG02,Sedán,Particular,382000.0,14297.89,27,F,Vencida
POL02612,2023-06-30,2024-06-29,COB01,REG03,Pickup,Particular,213000.0,14963.35,41,F,Vencida
POL02613,2022-07-15,2023-07-15,COB04,REG03,Camioneta,Particular,248000.0,6013.21,35,M,Vencida
POL02614,2022-07-28,2023-01-24,COB01,REG01,SUV,Particular,229000.0,22670.0,30,M,Vencida
POL02615,2023-06-07,2024-06-06,COB02,REG02,SUV,Particular,254000.0,12519.53,73,M,Vencida
POL02616,2022-04-21,2023-04-21,COB02,REG02,Pickup,Particular,251000.0,11337.47,69,M,Vencida
POL02617,2022-11-29,2023-11-29,COB01,REG04,Compacto,Particular,425000.0,11478.73,26,M,Vencida
POL02618,2023-07-29,2024-07-28,COB01,REG01,Sedán,Comercial,272000.0,16773.16,58,M,Vencida
POL02619,2023-02-02,2024-02-02,COB01,REG01,Camioneta,Particular,385000.0,19748.67,49,F,Vencida
POL02620,2022-11-30,2023-05-29,COB01,REG02,Sedán,Particular,119000.0,14428.3,60,M,Vencida
POL02621,2022-02-08,2023-02-08,COB01,REG02,Sedán,Particular,646000.0,15925.51,43,M,Vencida
POL02622,2023-04-28,2023-10-25,COB03,REG03,Pickup,Particular,243000.0,4980.98,38,M,Vencida
POL02623,2022-12-05,2023-12-05,COB04,REG02,Camioneta,Particular,323000.0,6626.98,68,M,Vencida
POL02624,2022-02-08,2022-08-07,COB01,REG01,Compacto,Particular,335000.0,15930.21,39,F,Vencida
POL02625,2023-12-01,2024-11-30,COB02,REG02,SUV,Particular,116000.0,10976.18,37,M,Vencida
POL02626,2022-12-28,2023-12-28,COB01,REG03,Pickup,Particular,263000.0,15844.6,35,F,Vencida
POL02627,2023-06-09,2023-12-06,COB01,REG02,Pickup,Particular,195000.0,16943.33,67,F,Vencida
POL02628,2022-06-04,2022-12-01,COB03,REG05,SUV,Particular,229000.0,5342.1,49,M,Vencida
POL02629,2022-03-31,2023-03-31,COB03,REG03,SUV,Comercial,510000.0,5560.55,62,F,Vencida
POL02630,2023-08-26,2024-08-25,COB01,REG05,Pickup,Particular,215000.0,15175.13,70,M,Vencida
POL02631,2023-08-04,2024-08-03,COB04,REG03,Sedán,Particular,329000.0,5400.91,50,M,Vencida
POL02632,2022-11-11,2023-11-11,COB04,REG02,Compacto,Comercial,312000.0,5667.84,37,M,Vencida
POL02633,2022-10-02,2023-10-02,COB02,REG04,Sedán,Particular,277000.0,7889.13,31,F,Vencida
POL02634,2022-01-24,2023-01-24,COB04,REG01,Sedán,Particular,206000.0,6642.53,29,F,Vencida
POL02635,2022-10-26,2023-04-24,COB02,REG01,Pickup,Particular,254000.0,11404.27,66,F,Vencida
POL02636,2022-12-01,2023-12-01,COB04,REG01,SUV,Particular,282000.0,8590.09,46,F,Vencida
POL02637,2022-05-17,2022-08-15,COB02,REG05,Sedán,Particular,351000.0,8244.55,18,M,Cancelada
POL02638,2022-12-23,2023-12-23,COB01,REG04,Pickup,Particular,185000.0,14074.15,26,F,Vencida
POL02639,2023-02-19,2024-02-19,COB01,REG01,Camioneta,Comercial,213000.0,20501.42,68,F,Vencida
POL02640,2023-08-17,2024-08-16,COB01,REG02,Pickup,Particular,465000.0,18243.4,47,F,Vencida
POL02641,2022-11-24,2023-11-24,COB03,REG04,Sedán,Particular,291000.0,4076.15,37,F,Vencida
POL02642,2022-08-05,2023-08-05,COB01,REG02,Compacto,Particular,198000.0,13739.77,42,F,Vencida
POL02643,2022-06-23,2023-06-23,COB02,REG01,SUV,Particular,389000.0,13159.1,19,M,Vencida
POL02644,2023-08-23,2024-08-22,COB04,REG02,Sedán,Particular,338000.0,6398.67,36,F,Vencida
POL02645,2023-06-05,2024-06-04,COB01,REG01,Camioneta,Particular,496000.0,19528.05,24,M,Vencida
POL02646,2022-06-12,2023-06-12,COB01,REG02,SUV,Particular,145000.0,19176.96,63,F,Vencida
POL02647,2023-07-30,2024-07-29,COB01,REG01,Sedán,Particular,234000.0,16471.38,59,M,Vencida
POL02648,2023-10-13,2024-10-12,COB03,REG03,SUV,Particular,530000.0,5831.92,42,F,Vencida
POL02649,2023-07-27,2024-07-26,COB04,REG01,Sedán,Particular,186000.0,6878.67,47,M,Vencida
POL02650,2022-08-21,2023-08-21,COB01,REG01,SUV,Particular,392000.0,21832.99,21,M,Vencida
POL02651,2023-03-17,2024-03-16,COB03,REG04,Sedán,Particular,265000.0,3694.96,64,M,Vencida
POL02652,2023-10-11,2024-10-10,COB03,REG05,Sedán,Particular,152000.0,4377.38,20,F,Vencida
POL02653,2022-11-20,2023-11-20,COB01,REG02,Compacto,Particular,243000.0,13915.07,39,M,Vencida
POL02654,2022-07-13,2023-07-13,COB04,REG01,Compacto,Particular,460000.0,6496.33,46,M,Vencida
POL02655,2023-09-16,2024-09-15,COB01,REG03,SUV,Particular,224000.0,15755.63,28,F,Vencida
POL02656,2022-09-04,2023-09-04,COB03,REG03,Compacto,Particular,314000.0,3740.51,41,F,Vencida
POL02657,2023-09-01,2024-08-31,COB03,REG02,Sedán,Particular,158000.0,4791.63,59,M,Vencida
POL02658,2023-05-31,2024-05-30,COB02,REG04,Compacto,Comercial,215000.0,6736.36,70,M,Vencida
POL02659,2023-08-20,2024-08-19,COB03,REG02,Camioneta,Comercial,230000.0,6125.43,51,M,Vencida
POL02660,2023-06-29,2024-04-28,COB02,REG04,Camioneta,Particular,247000.0,9673.47,58,F,Cancelada
POL02661,2022-06-28,2023-06-28,COB01,REG01,SUV,Particular,383000.0,20253.32,52,M,Vencida
POL02662,2023-07-03,2024-07-02,COB01,REG03,Compacto,Particular,675000.0,11443.48,56,M,Vencida
POL02663,2022-08-19,2023-02-15,COB01,REG03,Camioneta,Particular,380000.0,15159.42,40,F,Vencida
POL02664,2022-02-11,2023-02-11,COB02,REG02,Sedán,Particular,229000.0,9236.2,31,F,Vencida
POL02665,2022-10-31,2023-10-31,COB03,REG03,Sedán,Particular,226000.0,4788.21,55,M,Vencida
POL02666,2023-07-07,2024-07-06,COB01,REG01,SUV,Particular,293000.0,19722.08,47,M,Vencida
POL02667,2023-05-31,2024-05-30,COB01,REG03,SUV,Particular,174000.0,16698.13,19,F,Vencida
POL02668,2023-02-13,2024-02-13,COB02,REG02,Sedán,Comercial,249000.0,10688.05,29,F,Vencida
POL02669,2022-02-02,2023-02-02,COB01,REG04,SUV,Particular,153000.0,15146.78,44,F,Vencida
POL02670,2022-11-22,2023-11-22,COB01,REG01,Compacto,Particular,173000.0,15363.91,40,M,Vencida
POL02671,2023-09-23,2024-09-22,COB01,REG04,Camioneta,Particular,110000.0,14552.61,64,F,Vencida
POL02672,2022-10-08,2023-10-08,COB01,REG01,Sedán,Particular,438000.0,17199.97,38,M,Vencida
POL02673,2023-09-16,2024-09-15,COB03,REG04,SUV,Particular,220000.0,4632.36,29,M,Vencida
POL02674,2022-12-13,2023-12-13,COB01,REG05,Sedán,Particular,184000.0,13743.81,30,F,Vencida
POL02675,2023-09-20,2024-09-19,COB02,REG03,SUV,Particular,157000.0,11103.03,58,M,Vencida
POL02676,2023-03-25,2024-03-24,COB02,REG03,SUV,Particular,170000.0,9964.49,61,M,Vencida
POL02677,2022-08-11,2023-02-07,COB03,REG04,Sedán,Comercial,227000.0,4094.7,39,M,Vencida
POL02678,2022-08-28,2023-08-28,COB01,REG03,Pickup,Particular,240000.0,16226.76,61,M,Vencida
POL02679,2023-06-22,2024-06-21,COB01,REG01,Sedán,Particular,308000.0,18450.67,63,M,Vencida
POL02680,2022-01-19,2023-01-19,COB03,REG01,Pickup,Particular,363000.0,6670.18,26,M,Vencida
POL02681,2022-11-15,2023-11-15,COB01,REG04,Sedán,Particular,285000.0,13255.02,51,M,Vencida
POL02682,2023-01-04,2024-01-04,COB03,REG01,Sedán,Particular,301000.0,5828.75,49,M,Vencida
POL02683,2023-08-18,2024-08-17,COB01,REG02,Compacto,Particular,306000.0,13499.48,40,F,Vencida
POL02684,2023-07-28,2024-07-27,COB03,REG01,SUV,Particular,127000.0,7096.45,62,F,Vencida
POL02685,2022-08-18,2023-08-18,COB01,REG03,Camioneta,Particular,250000.0,16000.8,40,F,Vencida
POL02686,2023-04-08,2024-04-07,COB04,REG03,Sedán,Particular,520000.0,5604.29,65,M,Vencida
POL02687,2022-10-05,2023-04-03,COB01,REG02,Compacto,Particular,388000.0,13620.07,22,M,Vencida
POL02688,2022-10-11,2023-04-09,COB02,REG04,Sedán,Comercial,313000.0,8450.13,55,M,Vencida
POL02689,2023-06-20,2024-06-19,COB01,REG01,Sedán,Particular,348000.0,18153.37,33,F,Vencida
POL02690,2023-11-09,2024-05-07,COB01,REG03,Compacto,Particular,417000.0,12648.29,70,M,Vencida
POL02691,2022-11-09,2023-11-09,COB04,REG04,Compacto,Comercial,214000.0,4338.25,60,F,Vencida
POL02692,2022-02-13,2023-02-13,COB02,REG05,SUV,Particular,179000.0,9952.71,58,M,Vencida
POL02693,2022-04-04,2023-04-04,COB02,REG02,SUV,Particular,179000.0,12439.6,74,M,Vencida
POL02694,2022-11-06,2023-11-06,COB01,REG01,Sedán,Particular,205000.0,18208.25,63,M,Vencida
POL02695,2022-08-01,2023-08-01,COB03,REG02,Compacto,Particular,301000.0,4696.68,45,F,Vencida
POL02696,2022-10-07,2023-10-07,COB04,REG01,Pickup,Particular,307000.0,7392.62,60,M,Vencida
POL02697,2023-05-10,2024-05-09,COB01,REG03,Pickup,Particular,356000.0,15666.7,18,F,Vencida
POL02698,2022-09-08,2023-09-08,COB02,REG05,Camioneta,Particular,196000.0,9249.21,71,F,Vencida
POL02699,2023-01-19,2024-01-19,COB01,REG02,Camioneta,Particular,161000.0,18446.95,66,M,Vencida
POL02700,2023-05-10,2023-11-06,COB02,REG02,Sedán,Particular,166000.0,10251.96,56,F,Vencida
POL02701,2022-01-05,2023-01-05,COB01,REG02,Compacto,Particular,370000.0,12805.68,67,F,Vencida
POL02702,2022-12-31,2023-12-31,COB02,REG05,Sedán,Particular,214000.0,7941.0,22,F,Vencida
POL02703,2023-01-04,2024-01-04,COB04,REG02,Pickup,Particular,129000.0,6978.07,74,M,Vencida
POL02704,2022-05-15,2023-05-15,COB02,REG05,Compacto,Particular,292000.0,7099.25,65,M,Vencida
POL02705,2022-02-27,2023-02-27,COB01,REG01,SUV,Comercial,411000.0,19575.01,53,F,Vencida
POL02706,2023-06-23,2024-06-22,COB01,REG02,Sedán,Particular,254000.0,15754.22,60,F,Vencida
POL02707,2023-08-30,2024-08-29,COB01,REG05,Compacto,Particular,187000.0,12111.66,32,F,Vencida
POL02708,2022-12-10,2023-12-10,COB01,REG05,SUV,Particular,253000.0,16659.72,72,M,Vencida
POL02709,2023-11-19,2024-11-18,COB03,REG01,Sedán,Particular,274000.0,5553.27,63,M,Vencida
POL02710,2022-11-14,2023-11-14,COB03,REG02,Compacto,Particular,235000.0,4464.63,61,F,Vencida
POL02711,2022-09-17,2023-09-17,COB01,REG01,Sedán,Particular,155000.0,16854.11,27,F,Vencida
POL02712,2023-02-11,2024-02-11,COB01,REG03,SUV,Particular,548000.0,15921.61,49,M,Vencida
POL02713,2023-02-13,2024-02-13,COB01,REG03,Sedán,Particular,293000.0,14702.89,22,M,Vencida
POL02714,2023-05-11,2024-05-10,COB01,REG03,SUV,Particular,255000.0,16343.37,59,M,Vencida
POL02715,2022-03-29,2023-03-29,COB02,REG02,Sedán,Particular,362000.0,9409.68,70,M,Vencida
POL02716,2023-12-17,2024-12-16,COB02,REG01,Sedán,Particular,181000.0,11604.33,34,M,Vencida
POL02717,2023-08-07,2024-08-06,COB01,REG03,SUV,Particular,224000.0,16572.71,64,M,Vencida
POL02718,2022-02-08,2022-08-07,COB02,REG03,Camioneta,Particular,144000.0,10609.14,44,F,Vencida
POL02719,2023-12-01,2024-11-30,COB01,REG03,SUV,Particular,331000.0,15496.72,29,F,Vencida
POL02720,2022-12-10,2023-12-10,COB04,REG01,SUV,Comercial,434000.0,8347.6,57,F,Vencida
POL02721,2022-12-27,2023-12-27,COB04,REG03,Sedán,Particular,189000.0,5571.77,54,M,Vencida
POL02722,2023-09-03,2024-09-02,COB03,REG02,Camioneta,Particular,142000.0,5903.14,47,M,Vencida
POL02723,2023-03-03,2024-03-02,COB04,REG04,Pickup,Particular,532000.0,5026.47,70,M,Vencida
POL02724,2022-03-08,2023-03-08,COB02,REG03,Compacto,Particular,465000.0,7692.39,29,F,Vencida
POL02725,2022-11-13,2023-11-13,COB02,REG03,Compacto,Comercial,281000.0,7338.49,49,M,Vencida
POL02726,2022-10-30,2023-04-28,COB04,REG01,SUV,Particular,653000.0,8724.39,68,F,Vencida
